,DIS,chatgpt_sentiment
2023-07-21 13:00:00,The Rise and Fall of the Chief Diversity Officer,Neutral
2023-07-21 16:45:00,"'Sound Of Freedom' Shatters Expectations, Hits $100 Million Milestone At Box Office",Positive
2023-07-21 17:31:28,Hollywood strikes: 'Most of us have second jobs',Negative
2023-07-21 18:59:06,DeSantis orders probe into Bud Light's deal with transgender influencer Dylan Mulvaney,Neutral
2023-07-21 19:30:32,"ESPN held talks with NBA, NFL and MLB in search for strategic partner, sources say",Neutral
2023-07-21 19:50:53,Here’s how Bud Light became the latest corporate bogeyman for Ron DeSantis,Neutral
2023-07-21 23:00:00,Food Giant Helps Get Child Trafficking Movie 'Sound Of Freedom' To The Big Screen,Neutral
2023-07-25 13:00:00,"How Minx, a Comedy About ’70s Porn, Survived a Hollywood Shake-Up",Neutral
2023-07-25 13:31:11,The stock market is dominated by just a handful of companies. The Biden administration is worried,Negative
2023-07-25 23:59:43,Bryan Cranston calls out Bob Iger at striking actors' rally,Neutral
2023-07-26 06:07:38,Technicolor Creative Studios:  First Half 2023 Business,Neutral
2023-07-26 13:15:00,DeSantis Axes A Third Of 2024 Staff As Distant-Second Campaign Spins Its Wheels,Negative
2023-07-27 06:21:34,Barbie: Toy maker Mattel looks to more movies as sales fall,Neutral
2023-07-27 08:01:57,Hollywood writers fear losing work to AI,Negative
2023-07-27 13:00:44,Comcast beats expectations as higher prices offset slowing broadband growth,Neutral
2023-07-27 13:29:00,Walmart adds travel perks to membership program,Positive
2023-07-27 16:04:14,"Jam City’s Harry Potter: Hogwarts Mystery Launches Largest Expansion to Date in Magical New Adventure, Beyond Hogwarts",Positive
2023-07-27 16:52:21,"Peacock lags behind competitors, gains just 2M subs for Q2",Negative
2023-07-27 17:04:23,"NBCUniversal's Peacock streaming service is growing, thanks to live sports",Positive
2023-07-27 21:04:24,The secret to the huge 'Barbenheimer' box office take? FOMO,Neutral
2023-07-28 00:01:00,‘Haunted Mansion’ Review: Disney Jumpstarts Spooky Season,Positive
2023-07-28 09:18:46,4 Reasons Why Stocks on Wall Street Could Be in For a Volatile August,Neutral
2023-07-28 12:01:00,SphereTrax is changing the tune for composers and musicians through ethical music licensing,Positive
2023-07-28 22:28:00,Florida judge rules against Disney in feud with DeSantis,Negative
2023-07-29 14:30:00,Food Service Giant Sued Over 'White-Men-Need-Not-Apply' Program,Negative
2023-07-30 18:09:00,Disney and Steinem Respond on Korean Peace,Neutral
2023-07-30 22:13:00,"Ashes to Ashes, Disney to Dust",Negative
2023-07-31 13:31:45,Coco Lee fans bid farewell to pop diva at her funeral in Hong Kong,Neutral
2023-07-31 16:42:38,Disney+ drops ‘Loki’ Season 2 teaser trailer,Neutral
2023-07-31 18:18:50,"Stocks making the biggest moves midday: SoFi, ON Semiconductor, Disney, Sweetgreen and more",Neutral
2023-07-31 21:29:46,"AMC just had its best week in history, thanks to Barbie and Oppenheimer",Positive
2023-08-01 00:44:00,DeSantis’s Unstable Economic Fusion,Neutral
2023-08-01 05:59:25,Paul Saleh takes over as Atos Chief Financial Officer,Neutral
2023-08-01 14:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-08-01 14:27:40,"Trump-endorsed 'Sound of Freedom' has outgrossed 'Mission: Impossible,' 'The Flash'",Positive
2023-08-01 21:30:04,Andrew Leland on Assistive Tech for the Blind,Neutral
2023-08-01 22:36:00,Does the DeSantis Record on Covid Still Matter?,Neutral
2023-08-02 13:15:00,Kartoon Studios’ Kids and Family Streaming Business Records,Neutral
2023-08-02 13:22:51,"Writers union and Hollywood will resume talks, aiming to end the strike",Positive
2023-08-02 16:00:30,"Inworld, a generative AI platform for creating NPCs, lands fresh investment",Positive
2023-08-02 16:00:52,‘Guardians of the Galaxy Vol. 3’ makes its debut on Disney+,Neutral
2023-08-02 16:05:00,Vantiva announces the appointment of Rob Wipper as,Neutral
2023-08-02 19:00:13,Dungeons & Dragons faces a double existential threat,Negative
2023-08-02 19:52:07,"Disney CEO Bob Iger wants minority partners for ESPN, but landing a deal won't be easy",Neutral
2023-08-02 20:13:20,"Hollywood producers seek sit-down with striking writers, the first sign of stalemate break",Neutral
2023-08-03 13:00:00,WideOrbit Introduces Widespread Benefits in WO Network,Positive
2023-08-03 19:19:38,Bud Light boycott over trans influencer Dylan Mulvaney hits beer giant's sales,Neutral
2023-08-04 03:20:00,Striking Hollywood Actors And Writers Might Have To Get Used To Stagnant Wages,Negative
2023-08-04 12:07:00,"Striking Hollywood writers, studios meet to discuss resuming talks",Neutral
2023-08-04 12:13:00,What marketers need to know about Gen Alpha,Neutral
2023-08-04 14:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-08-04 16:20:19,Unite for Italy Appoints Matt Bird to Board of Advisors –,Neutral
2023-08-04 20:22:45,‘Barbie’ is less than $100 million away from a billion-dollar box office heading into third weekend,Positive
2023-08-04 21:20:00,Hollywood Starlets Face Extinction As Sexy AI-Influencers Invade Social Media,Negative
2023-08-05 18:17:20,Hollywood studios and scriptwriters' union resume talks after three months of ongoing strike,Neutral
2023-08-06 13:34:19,"1 Stock to Buy, 1 Stock to Sell This Week: Palantir, Disney",Neutral
2023-08-06 13:44:33,"Ahead of two key inflation reports, what would a soft landing look like exactly?",Neutral
2023-08-07 02:27:00,"Asia shares wary ahead of U.S., China inflation data",Neutral
2023-08-07 04:37:10,"Asia shares on guard for US, China inflation risks",Neutral
2023-08-07 06:34:00,Marketmind: Caution the watchword for inflation tests,Neutral
2023-08-07 06:37:00,Morning Bid: Caution the watchword for inflation tests,Neutral
2023-08-07 08:19:00,European stocks mixed; German industrial production slumps,Negative
2023-08-07 11:54:00,"U.S. CPI and earnings ahead, 'Barbie' tops $1 bn - what's moving markets",Neutral
2023-08-07 15:01:00,"Dow Jones, Nasdaq, S&P 500 weekly preview: Better than feared Q2 results, worse than expected reactions",Neutral
2023-08-07 19:41:21,Warner Bros. Discovery's Max targets MLB playoffs for new streaming sports tier,Neutral
2023-08-07 20:56:45,Zoom orders workers back to the office,Neutral
2023-08-07 23:26:08,Simon & Schuster: Publisher to be sold for $1.6bn,Neutral
2023-08-08 00:26:21,Paramount to sell Simon & Schuster to KKR for $1.62 bln,Neutral
2023-08-08 12:07:00,Disney creates task force to explore AI and cut costs -sources,Neutral
2023-08-08 12:42:50,Disney creates task force to explore AI and cut costs - sources,Neutral
2023-08-08 12:50:41,Walt Disney Q3 Earnings Preview: Long-Term Bottom Could Be in Ahead of Report,Neutral
2023-08-08 13:51:08,Disney reportedly creates task force to explore A.I. and cut costs,Neutral
2023-08-08 18:00:00,Explainer: How Russia’s Wartime Fashion Market Works,Neutral
2023-08-08 23:01:39,ESPN launches sportsbook in partnership with Penn Entertainment,Positive
2023-08-08 23:23:58,Disney's ESPN inks $2 bln deal with Penn to launch sports betting business,Neutral
2023-08-08 23:41:28,Disney Reportedly Studying Companywide AI Use as Creatives Strike,Neutral
2023-08-09 01:37:57,Penn Entertainment sells Barstool Sports back to founder Dave Portnoy,Neutral
2023-08-09 02:38:00,U.S. stocks are falling as investors await inflation report for July,Neutral
2023-08-09 06:38:00,Marketmind: Banking news unnerves ahead of US CPI,Negative
2023-08-09 11:26:00,"Futures edge higher, Disney to report - what's moving markets",Neutral
2023-08-09 12:18:00,Futures Rise On Hope China's Deflation Will Lead To More Policy Easing,Positive
2023-08-09 12:24:22,Bob Iger is supposed to save Disney. It’s not going according to plan,Negative
2023-08-09 14:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-08-09 15:07:00,Wall Street drops ahead of CPI inflation data,Negative
2023-08-09 18:35:44,Disney set to report earnings after the bell. Here's what to expect,Neutral
2023-08-09 19:34:08,Even ‘Barbie’ may not be able to rescue AMC Theaters,Negative
2023-08-09 19:56:08,"Free ad-supported TV streaming services are booming, 1 in 3 U.S. viewers tune in",Positive
2023-08-09 21:24:00,"Disney Streaming Subs Miss, As Company Surprises With Huge Price Hike, Slashes CapEx Outlook",Negative
2023-08-09 21:31:00,"Stock market today: Dow, S&P 500 slip as tech continues bleed ahead of CPI",Neutral
2023-08-09 22:13:45,Disney+ hikes prices as sales sink across the company,Negative
2023-08-09 22:44:51,Disney to raise price on ad-free Disney+ to $13.99 per month starting October 12,Negative
2023-08-09 22:46:59,"Disney says it will crack down on password sharing, following Netflix’s lead",Neutral
2023-08-09 23:04:01,Disney+ to Launch Ad-Supported Subscription Offering in Several Countries Across Europe and in Canada on November 1,Neutral
2023-08-09 23:05:45,"Stocks making the biggest moves after hours: Disney, Wynn Resorts, AppLovin and more",Neutral
2023-08-10 00:01:02,Commentary: What are Hollywood actors and writers on strike afraid of?,Neutral
2023-08-10 00:21:54,Disney to expand ads on streaming as business flags,Negative
2023-08-10 00:46:54,"Disney hikes streaming prices, focuses on costs as Iger moves to reassure investors",Neutral
2023-08-10 01:04:49,"After divesting Barstool Sports, Penn Entertainment CEO says Dave Portnoy is the only 'natural owner' for the company long term",Neutral
2023-08-10 02:01:05,CNBC Daily Open: The American consumer,Neutral
2023-08-10 06:00:58,Disney+ Streaming Service Sheds 7.4% of Subscribers in Q3,Negative
2023-08-10 06:39:30,Morning Bid: No respite from China woes,Negative
2023-08-10 08:35:28,"CNBC Daily Open: Inflation, earnings and the American consumer",Neutral
2023-08-10 09:22:51,"Disney+ announces another price hike, says ad-supported tier is coming to more countries",Neutral
2023-08-10 12:10:00,"Futures Rise, Dollar Slides Ahead Of ""Dovish"" CPI Report",Positive
2023-08-10 12:21:00,"Wall Street ends flat, after pop from July inflation data fizzles",Neutral
2023-08-10 12:46:13,The era of cheap streaming is officially over,Negative
2023-08-10 13:09:18,Disney’s New Prices Could Drive Profitability,Positive
2023-08-10 13:25:02,"Coach owner Tapestry to acquire Michael Kors, Jimmy Choo parent Capri Holdings for $8.5 billion",Neutral
2023-08-10 14:04:16,"Stocks making the biggest moves premarket: Capri, Tapestry, AppLovin, Disney and more",Neutral
2023-08-10 20:30:55,"Instagram’s code reveals a ‘Meta Verified’ feed filter, but company denies active test",Neutral
2023-08-10 21:25:36,"Disney wants sports leagues as ESPN partners, but it's not clear sports leagues want ESPN",Neutral
2023-08-10 22:35:00,Stock market today: Dow rides Disney rally to close higher despite rising yields,Positive
2023-08-11 00:45:12,Cramer gives his take on Disney's rally and shares pitfalls to avoid in big market moves,Neutral
2023-08-11 00:48:42,Writers Guild and studios set to resume negotiations on Friday,Neutral
2023-08-11 02:07:35,CNBC Daily Open: Chilling effect,Neutral
2023-08-11 06:50:00,"4 big earnings hits: Disney, Eli Lilly, Alibaba emerge victorious; UPS falls flat",Positive
2023-08-11 13:06:54,Amazon warns workers to come back into the office,Neutral
2023-08-11 16:10:00,Amazon Cracks Down On Office Attendance ,Neutral
2023-08-12 05:19:00,Hollywood writers to evaluate counterproposal from studios,Neutral
2023-08-13 19:18:00,Disney Makes a Mickey Mouse Mistake,Negative
2023-08-14 00:03:44,Disney Subscriptions Price Hike Could Signal Shift to Higher-Value Customers,Neutral
2023-08-14 12:04:21,"Disney's future, a hot topic among Hollywood elite",Neutral
2023-08-14 14:26:38,A comprehensive list of 2023 tech layoffs,Neutral
2023-08-14 14:40:00,"Disney Now ""Making The Same Mistake As Bud Light"", Ex-Anheuser-Busch Exec Says",Negative
2023-08-14 21:29:00,Lloyd Blankfein says he 'can’t imagine' returning to Goldman Sachs,Neutral
2023-08-15 01:59:16,Disney's Snow White: Has the fairy tale already gone sour?,Negative
2023-08-15 05:00:09,Daft Punk's New World odyssey,Neutral
2023-08-15 09:07:00,Lucasfilm to shut Singapore operations due to 'economic factors' affecting industry,Negative
2023-08-15 12:08:00,Striking Hollywood writers expected to respond to studios' proposal,Neutral
2023-08-15 16:30:47,"For the first time, cable and broadcast makes up less than half of TV viewing",Neutral
2023-08-15 16:35:21,ESPN anchor Sage Steele departs network after settling lawsuit,Neutral
2023-08-15 17:25:00,'Sound Of Freedom' Surpasses Latest Indiana Jones Film At US Box Office,Positive
2023-08-15 18:02:54,Linear TV viewing sinks below 50% as streaming soars to new heights,Positive
2023-08-15 18:12:49,Sage Steele departs ESPN following lawsuit settlement,Neutral
2023-08-15 21:09:36,Broadcast and cable make up less than half of TV usage for the first time ever,Neutral
2023-08-15 21:16:00,Movie Financier TSG Accuses Disney of Depriving It of Millions of Dollars,Negative
2023-08-15 22:45:01,Disney accused of withholding hundreds of millions of dollars from 'Avatar' sequel financier,Negative
2023-08-16 03:05:05,The Decline of Traditional TV: Streaming Takes Over,Neutral
2023-08-17 18:41:05,Diamond Sports calls for mediators as it pushes toward a reorganization plan,Neutral
2023-08-17 19:25:00,'Streamflation' Bites As Searches To Cancel Hulu And Disney+ Erupt Nationwide,Negative
2023-08-17 21:07:39,Elon Musk's SpaceX turns profit in first quarter as revenue soars - WSJ,Positive
2023-08-17 22:53:04,‘Dune: Part Two’ is supposed to come out this year. The strikes could change that,Negative
2023-08-18 09:08:37,Global Video on Demand (VOD) Market Outlook 2023-2030:,Neutral
2023-08-18 09:27:57,London-based Electric Sheep secures €460k pre-seed to replace green screens with AI in the film industry,Positive
2023-08-18 12:29:00,"Balfour Beatty profits dip on weak US office, tech sectors",Negative
2023-08-18 14:11:22,London’s Electric Sheep bags €460K to revolutionise VFX with AI,Positive
2023-08-18 17:29:01,How to cancel Disney+ and avoid the price hike,Neutral
2023-08-18 17:42:17,These are the 6 best credit cards for buying Disney World and Disneyland tickets,Positive
2023-08-18 18:30:52,Latest Provider Ranking of Streaming Apps is Close Fight,Neutral
2023-08-18 19:54:28,'Barbie' faces DC's 'Blue Beetle' in a late summer box office showdown,Neutral
2023-08-18 20:30:23,Barbie and the birth of a Hollywood franchise,Positive
2023-08-19 15:00:00,Apple Will Finally Pay for Throttling iPhones With ‘Batterygate’ Settlement,Positive
2023-08-19 20:30:00,"""Leave Neutrality Behind"": Soros-Backed UT Austin Initiative Embraces Advocacy Journalism",Neutral
2023-08-20 18:30:00,"Original Snow White Director's Son Slams Disney's 2024 Remake, 'Insulting,' 'Disgrace'",Negative
2023-08-22 01:40:00,Here's How DeSantis Should Fight In This Week's GOP Primary Debate,Neutral
2023-08-22 04:40:42,A virtually unknown conservative singer just rocketed to the top of the charts. Here’s why it won’t be the last time,Positive
2023-08-23 01:41:12,DeSantis’ appointees attack Disney over local employee perks and discounts,Negative
2023-08-25 07:33:25,Disney closes at lowest in nearly nine years as investors turn bearish,Negative
2023-08-27 03:08:04,"New Tokyo Disney chief hints at more expansion, return of annual passes",Positive
2023-08-28 10:55:00,Disney Stock Plunges To 9 Year Lows After Multiple Woke Box Office Failures,Negative
2023-09-01 06:03:00,"Disney, Charter in talks for new distribution agreement",Neutral
