,DIS,processed_text,bert_sentiment
2023-06-07 16:40:04,Strikes are the newest attraction at Disneyland Paris,strikes newest attraction disneyland paris,Positive
2023-06-07 17:40:00,DIS ALERT: The Klein Law Firm Announces a Lead Plaintiff,dis alert klein law firm announces lead plaintiff,Negative
2023-06-07 19:07:00,Amazon reportedly eyes ad-tier of Prime Video streaming service: WSJ,amazon reportedly eyes adtier prime video streaming service wsj,Positive
2023-06-07 19:50:56,‘Star Wars: Ahsoka’ will debut on Disney+ on August 23,star wars ahsoka debut disney august,Positive
2023-06-07 21:21:31,Amazon is reportedly planning to launch an ad-supported tier on Prime Video,amazon reportedly planning launch adsupported tier prime video,Positive
2023-06-08 00:33:21,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims,shareholder alert pomerantz law firm investigates claims,Negative
2023-06-08 14:36:19,Captify To Track Environmental Impact Of Online Ads,captify track environmental impact online ads,Positive
2023-06-09 09:44:00,Disney bets on free mobile cricket streaming in India in battle with JioCinema,disney bets free mobile cricket streaming india battle jiocinema,Positive
2023-06-09 15:09:06,Disney’s Hotstar to offer free mobile cricket streaming in India to take on Reliance’s JioCinema,disneys hotstar offer free mobile cricket streaming india take reliances jiocinema,Positive
2023-06-09 17:01:00,DIS LAWSUIT ALERT: Levi & Korsinsky Notifies The Walt,dis lawsuit alert levi korsinsky notifies walt,Negative
2023-06-09 18:07:55,Glancy Prongay & Murray LLP Reminds Investors of Looming,glancy prongay murray llp reminds investors looming,Positive
2023-06-09 19:05:24,"Netflix, Amazon, Disney-backed group protests India's tobacco rules",netflix amazon disneybacked group protests india tobacco rules,Negative
2023-06-10 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",bragar eagel squire pc reminds investors class,Positive
2023-06-11 15:17:00,This week in tech: A tepid response to Apple's Vision Pro; SEC vs. Coinbase,week tech tepid response apple vision pro sec vs coinbase,Negative
2023-06-12 16:35:00,DIS ALERT: The Klein Law Firm Announces a Lead Plaintiff,dis alert klein law firm announces lead plaintiff,Negative
2023-06-12 16:37:12,"Google and OpenAI limit A.I. chatbots in Hong Kong amid China tensions, report says",google openai limit ai chatbots hong kong amid china tensions report says,Negative
2023-06-13 16:38:01,Saudi Arabia's PGA merger is likely just the beginning for the kingdom when it comes to pro sports investments,saudi arabia pga merger likely beginning kingdom comes pro sports investments,Positive
2023-06-13 23:25:14,"Disney delays Avatar, Marvel and Star Wars movies as it shuffles releases",disney delays avatar marvel star wars movies shuffles releases,Negative
2023-06-14 01:05:09,Avatar 3 and Avengers: The Kang Dynasty pushed back by Disney,avatar avengers kang dynasty pushed back disney,Positive
2023-06-14 01:16:42,Amazon cloud services back up after big outage hits thousands of users,amazon cloud services back big outage hits thousands users,Negative
2023-06-14 16:29:00,DIS SHAREHOLDER ALERT: Jakubowitz Law Reminds Disney,dis shareholder alert jakubowitz law reminds disney,Negative
2023-06-14 18:01:43,"DEADLINE ALERT for BYND, DIS, STEM, VTRS: Law Offices of",deadline alert bynd dis stem vtrs law offices,Neutral
2023-06-15 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",bragar eagel squire pc reminds investors class,Positive
2023-06-15 13:00:01,Disney looks to get out of animation rut with Pixar's 'Elemental',disney looks get animation rut pixar elemental,Positive
2023-06-15 13:00:40,Metaverse Investing Has Slowed. Can Apple Save It?,metaverse investing slowed apple save,Negative
2023-06-15 14:30:00,Glancy Prongay & Murray LLP Reminds Investors of Looming,glancy prongay murray llp reminds investors looming,Positive
2023-06-15 15:00:00,Amazon’s ‘Hey Disney!’ voice assistant is now available,amazons hey disney voice assistant available,Positive
2023-06-15 22:20:30,Disney finance chief Christine McCarthy to step down as Iger reshapes the company,disney finance chief christine mccarthy step iger reshapes company,Neutral
2023-06-15 22:23:00,Disney CFO McCarthy to step down for family medical leave,disney cfo mccarthy step family medical leave,Negative
2023-06-15 22:28:30,Disney CFO Christine McCarthy steps down,disney cfo christine mccarthy steps,Negative
2023-06-15 22:39:00,Disney Finance Chief Christine McCarthy to Step Down,disney finance chief christine mccarthy step,Negative
2023-06-16 15:32:33,Disney CFO takes leave of absence,disney cfo takes leave absence,Negative
2023-06-16 17:11:00,DIS ALERT: The Klein Law Firm Announces a Lead Plaintiff,dis alert klein law firm announces lead plaintiff,Negative
2023-06-18 13:48:50,"Africa's music needs it digital distribution, says Spotify",africa music needs digital distribution says spotify,Negative
2023-06-20 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",bragar eagel squire pc reminds investors class,Positive
2023-06-20 15:09:09,"Video shows Ukraine commander, and Baby Yoda steals the show",video shows ukraine commander baby yoda steals show,Negative
2023-06-20 15:30:00,Aspen Ideas Festival Releases 2023 Agenda,aspen ideas festival releases agenda,Positive
2023-06-20 18:10:19,"Investigation Alert DIS, TGT, MARA, RDW: Johnson Fistel,",investigation alert dis tgt mara rdw johnson fistel,Neutral
2023-06-20 22:54:08,"'Dahmer' producer Ryan Murphy plans to leave Netflix for Disney, Bloomberg reports",dahmer producer ryan murphy plans leave netflix disney bloomberg reports,Negative
2023-06-21 01:31:22,"If US companies 'go woke', do they really go broke?",us companies go woke really go broke,Negative
2023-06-21 05:31:00,Disney's diversity chief Latondra Newton leaves firm,disney diversity chief latondra newton leaves firm,Positive
2023-06-21 13:00:00,"Every Black Mirror Episode, From Worst to Best",every black mirror episode worst best,Positive
2023-06-21 15:19:54,Marvel criticized for using AI to make ‘Secret Invasion’ opening credits,marvel criticized using ai make secret invasion opening credits,Negative
2023-06-21 16:16:00,"DEADLINE ALERT for IEP, BYND, DIS, and STEM: The Law",deadline alert iep bynd dis stem law,Positive
2023-06-21 18:20:32,"Stocks making the biggest moves midday: Dollar Tree, Amazon, FedEx and more",stocks making biggest moves midday dollar tree amazon fedex,Positive
2023-06-23 20:13:57,Grindr went public 7 months ago. Here's what's happened since then,grindr went public months ago happened since,Positive
2023-06-24 01:24:14,Disney caught up in the American culture war,disney caught american culture war,Positive
2023-06-24 05:21:51,Directors Guild of America votes to ratify new contract with studios,directors guild america votes ratify new contract studios,Negative
2023-06-25 01:04:45,Can we stop being tricked into subscriptions?,stop tricked subscriptions,Negative
2023-06-25 13:00:01,Legacy media companies enter dark times as failures mount and Netflix rises again,legacy media companies enter dark times failures mount netflix rises,Positive
2023-06-25 18:44:24,Warner Bros. needs to stop copying Disney and let its superheroes fly solo,warner bros needs stop copying disney let superheroes fly solo,Negative
2023-06-26 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",bragar eagel squire pc reminds investors class,Positive
2023-06-26 02:38:49,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates,shareholder alert pomerantz law firm investigates,Negative
2023-06-26 12:25:00,Kartoon Studios Transfers Listing to NYSE American – Begins,kartoon studios transfers listing nyse american begins,Negative
2023-06-26 23:16:33,"DeSantis asks federal judge to dismiss Disney suit, claiming broad immunity",desantis asks federal judge dismiss disney suit claiming broad immunity,Negative
2023-06-28 14:26:38,A comprehensive list of 2023 tech layoffs,comprehensive list tech layoffs,Positive
2023-06-29 01:27:00,"DEADLINE ALERT for BYND, DIS, STEM, VTRS: Law Offices of",deadline alert bynd dis stem vtrs law offices,Neutral
2023-06-29 08:03:11,"Taiwanese jeweller Aluxe opens first SEA store, in Singapore",taiwanese jeweller aluxe opens first sea store singapore,Positive
2023-06-29 12:09:00,4 big analyst cuts: Disney slashed at KeyBanc amid 'meaningful uncertainty',big analyst cuts disney slashed keybanc amid meaningful uncertainty,Negative
2023-06-29 14:08:00,"Micron, Bank of America, Apple rise premarket; Walt Disney, Pfizer fall",micron bank america apple rise premarket walt disney pfizer fall,Negative
2023-06-29 14:26:38,A comprehensive list of 2023 tech layoffs,comprehensive list tech layoffs,Positive
2023-06-29 19:13:00,Indiana Jones and the Last Movie: Why archaeologists say he’s ancient history,indiana jones last movie archaeologists say hes ancient history,Positive
2023-06-30 12:00:01,"Indiana Jones hits theaters for one last adventure, but box office prospects look shaky",indiana jones hits theaters one last adventure box office prospects look shaky,Neutral
2023-06-30 12:24:00,Hollywood faces possible second strike as actors' talks near deadline,hollywood faces possible second strike actors talks near deadline,Negative
2023-06-30 14:18:15,California is about to give Hollywood studios a lucrative tax deal during the writers’ strike,california give hollywood studios lucrative tax deal writers strike,Negative
2023-06-30 14:23:27,Disney: the ‘Game of Thrones’ C-suite,disney game thrones csuite,Positive
2023-06-30 17:38:46,ESPN lays off about 20 on-air personalities including NBA analysts Jeff Van Gundy and Jalen Rose,espn lays onair personalities including nba analysts jeff van gundy jalen rose,Negative
2023-06-30 18:07:28,"Actors poised to go on strike against studios, streaming services",actors poised go strike studios streaming services,Negative
2023-06-30 20:09:13,ESPN lays off on-air talent including NBA analyst Van Gundy,espn lays onair talent including nba analyst van gundy,Positive
2023-06-30 20:23:00,"ESPN Lays Off Jeff Van Gundy, Jalen Rose and Other On-Air Talent in Cost-Cutting Move",espn lays jeff van gundy jalen rose onair talent costcutting move,Positive
2023-07-01 01:00:00,"Bragar Eagel & Squire, P.C. Reminds Investors That Class",bragar eagel squire pc reminds investors class,Positive
2023-07-01 02:49:00,Disney accused in lawsuit of 'systematically' paying women less than men in California,disney accused lawsuit ystematically paying women less men california,Negative
2023-07-01 04:44:06,"Actors delay potential strike against studios and streaming services, extending contract negotiations",actors delay potential strike studios streaming services extending contract negotiations,Negative
2023-07-02 00:13:21,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims,shareholder alert pomerantz law firm investigates claims,Negative
2023-07-02 16:12:51,100 million Squishmallows sold in a year — How the toy sensation joined Warren Buffett's conglomerate,million squishmallows sold year toy sensation joined warren buffett conglomerate,Negative
2023-07-03 15:35:19,"Tiny acquires HappyFunCorp, the prolific firm that’s built apps for Twitter, Amazon and more, for $30M",tiny acquires happyfuncorp prolific firm thats built apps twitter amazon,Negative
2023-07-04 14:00:01,The 2023 movie box office will need a strong second half after an inconsistent first six months,movie box office need strong second half inconsistent first six months,Negative
